sender_age_group,sender_state,transaction_type,merchant_category,total_transactions,total_value,avg_transaction_value,fraud_count
46-55,rajasthan,recharge,utilities,12,34648,2887.33,0
46-55,tamil nadu,bill payment,education,7,41464,5923.43,0
46-55,tamil nadu,bill payment,entertainment,23,6886,299.39,0
46-55,tamil nadu,bill payment,food,56,23527,420.12,0
46-55,tamil nadu,bill payment,fuel,32,66433,2076.03,0
46-55,tamil nadu,bill payment,grocery,73,95106,1302.82,0
46-55,tamil nadu,bill payment,healthcare,15,9168,611.2,1
46-55,tamil nadu,bill payment,other,34,26019,765.26,0
46-55,tamil nadu,bill payment,shopping,55,99559,1810.16,0
46-55,tamil nadu,bill payment,transport,29,7491,258.31,0
46-55,tamil nadu,bill payment,utilities,28,102960,3677.14,0
46-55,tamil nadu,p2m,education,36,192607,5350.19,0
46-55,tamil nadu,p2m,entertainment,84,27626,328.88,0
46-55,tamil nadu,p2m,food,132,69762,528.5,0
46-55,tamil nadu,p2m,fuel,90,165409,1837.88,0
46-55,tamil nadu,p2m,grocery,175,224730,1284.17,0
46-55,tamil nadu,p2m,healthcare,46,29260,636.09,0
46-55,tamil nadu,p2m,other,76,57278,753.66,0
46-55,tamil nadu,p2m,shopping,99,180975,1828.03,0
46-55,tamil nadu,p2m,transport,68,18737,275.54,0
46-55,tamil nadu,p2m,utilities,67,193375,2886.19,0
46-55,tamil nadu,p2p,education,31,213983,6902.68,0
46-55,tamil nadu,p2p,entertainment,100,29648,296.48,0
46-55,tamil nadu,p2p,food,171,72739,425.37,1
46-55,tamil nadu,p2p,fuel,102,167664,1643.76,0
46-55,tamil nadu,p2p,grocery,204,227755,1116.45,0
46-55,tamil nadu,p2p,healthcare,53,39063,737.04,0
46-55,tamil nadu,p2p,other,105,81788,778.93,0
46-55,tamil nadu,p2p,shopping,144,303285,2106.15,0
46-55,tamil nadu,p2p,transport,101,24162,239.23,0
46-55,tamil nadu,p2p,utilities,96,358066,3729.85,0
46-55,tamil nadu,recharge,education,3,18741,6247.0,0
46-55,tamil nadu,recharge,entertainment,13,4770,366.92,0
46-55,tamil nadu,recharge,food,15,5439,362.6,0
46-55,tamil nadu,recharge,fuel,11,15232,1384.73,0
46-55,tamil nadu,recharge,grocery,27,33751,1250.04,0
46-55,tamil nadu,recharge,healthcare,7,5463,780.43,0
46-55,tamil nadu,recharge,other,13,8965,689.62,0
46-55,tamil nadu,recharge,shopping,21,36964,1760.19,0
46-55,tamil nadu,recharge,transport,13,4479,344.54,0
46-55,tamil nadu,recharge,utilities,11,31571,2870.09,0
46-55,telangana,bill payment,education,4,42255,10563.75,0
46-55,telangana,bill payment,entertainment,29,10151,350.03,0
46-55,telangana,bill payment,food,49,23194,473.35,0
46-55,telangana,bill payment,fuel,36,71498,1986.06,0
46-55,telangana,bill payment,grocery,52,61007,1173.21,0
46-55,telangana,bill payment,healthcare,20,17356,867.8,0
46-55,telangana,bill payment,other,32,27066,845.81,1
46-55,telangana,bill payment,shopping,47,95420,2030.21,0
46-55,telangana,bill payment,transport,32,7924,247.62,0
46-55,telangana,bill payment,utilities,23,83615,3635.43,0
46-55,telangana,p2m,education,18,104336,5796.44,0
46-55,telangana,p2m,entertainment,69,18097,262.28,0
46-55,telangana,p2m,food,113,60417,534.66,0
46-55,telangana,p2m,fuel,69,129301,1873.93,0
46-55,telangana,p2m,grocery,155,198872,1283.05,0
46-55,telangana,p2m,healthcare,50,35425,708.5,0
46-55,telangana,p2m,other,70,58631,837.59,1
46-55,telangana,p2m,shopping,101,205008,2029.78,0
46-55,telangana,p2m,transport,69,19265,279.2,0
46-55,telangana,p2m,utilities,72,183539,2549.15,0
46-55,telangana,p2p,education,27,183819,6808.11,0
46-55,telangana,p2p,entertainment,92,26482,287.85,0
46-55,telangana,p2p,food,164,79569,485.18,0
46-55,telangana,p2p,fuel,90,153069,1700.77,0
46-55,telangana,p2p,grocery,231,283587,1227.65,1
46-55,telangana,p2p,healthcare,48,38853,809.44,0
46-55,telangana,p2p,other,111,86794,781.93,2
46-55,telangana,p2p,shopping,127,238467,1877.69,1
46-55,telangana,p2p,transport,80,24248,303.1,0
46-55,telangana,p2p,utilities,92,281655,3061.47,0
46-55,telangana,recharge,education,3,6308,2102.67,0
46-55,telangana,recharge,entertainment,9,2621,291.22,0
46-55,telangana,recharge,food,16,7143,446.44,0
46-55,telangana,recharge,fuel,6,6010,1001.67,0
46-55,telangana,recharge,grocery,25,33270,1330.8,0
46-55,telangana,recharge,healthcare,10,9741,974.1,0
46-55,telangana,recharge,other,10,11092,1109.2,0
46-55,telangana,recharge,shopping,16,27867,1741.69,0
46-55,telangana,recharge,transport,3,1148,382.67,0
46-55,telangana,recharge,utilities,5,13439,2687.8,0
46-55,uttar pradesh,bill payment,education,15,93252,6216.8,0
46-55,uttar pradesh,bill payment,entertainment,22,5334,242.45,0
46-55,uttar pradesh,bill payment,food,67,28934,431.85,0
46-55,uttar pradesh,bill payment,fuel,39,64110,1643.85,0
46-55,uttar pradesh,bill payment,grocery,104,118801,1142.32,0
46-55,uttar pradesh,bill payment,healthcare,35,22368,639.09,0
46-55,uttar pradesh,bill payment,other,50,42264,845.28,0
46-55,uttar pradesh,bill payment,shopping,52,99888,1920.92,0
46-55,uttar pradesh,bill payment,transport,48,16071,334.81,0
46-55,uttar pradesh,bill payment,utilities,46,158411,3443.72,0
46-55,uttar pradesh,p2m,education,35,247952,7084.34,0
46-55,uttar pradesh,p2m,entertainment,85,28013,329.56,0
46-55,uttar pradesh,p2m,food,178,86457,485.71,0
46-55,uttar pradesh,p2m,fuel,94,143913,1530.99,0
46-55,uttar pradesh,p2m,grocery,218,296928,1362.06,1
46-55,uttar pradesh,p2m,healthcare,46,39448,857.57,0
46-55,uttar pradesh,p2m,other,95,75671,796.54,0
46-55,uttar pradesh,p2m,shopping,136,290643,2137.08,0
46-55,uttar pradesh,p2m,transport,83,23838,287.2,0
46-55,uttar pradesh,p2m,utilities,83,218173,2628.59,0
46-55,uttar pradesh,p2p,education,37,226282,6115.73,0
46-55,uttar pradesh,p2p,entertainment,96,26267,273.61,0
46-55,uttar pradesh,p2p,food,184,83963,456.32,1
46-55,uttar pradesh,p2p,fuel,133,254132,1910.77,0
46-55,uttar pradesh,p2p,grocery,260,315248,1212.49,0
46-55,uttar pradesh,p2p,healthcare,80,63746,796.82,0
46-55,uttar pradesh,p2p,other,132,96574,731.62,0
46-55,uttar pradesh,p2p,shopping,167,302310,1810.24,0
46-55,uttar pradesh,p2p,transport,103,32399,314.55,0
46-55,uttar pradesh,p2p,utilities,125,413908,3311.26,0
46-55,uttar pradesh,recharge,education,4,12197,3049.25,0
46-55,uttar pradesh,recharge,entertainment,14,4840,345.71,0
46-55,uttar pradesh,recharge,food,16,7904,494.0,0
46-55,uttar pradesh,recharge,fuel,14,30465,2176.07,0
46-55,uttar pradesh,recharge,grocery,31,54716,1765.03,0
46-55,uttar pradesh,recharge,healthcare,11,6544,594.91,0
46-55,uttar pradesh,recharge,other,17,9812,577.18,0
46-55,uttar pradesh,recharge,shopping,24,40563,1690.12,0
46-55,uttar pradesh,recharge,transport,11,3000,272.73,0
46-55,uttar pradesh,recharge,utilities,9,30181,3353.44,0
46-55,west bengal,bill payment,education,7,51235,7319.29,0
46-55,west bengal,bill payment,entertainment,27,7704,285.33,0
46-55,west bengal,bill payment,food,43,16987,395.05,0
46-55,west bengal,bill payment,fuel,31,42467,1369.9,0
46-55,west bengal,bill payment,grocery,57,66447,1165.74,0
46-55,west bengal,bill payment,healthcare,13,10236,787.38,0
46-55,west bengal,bill payment,other,29,15321,528.31,0
46-55,west bengal,bill payment,shopping,40,69166,1729.15,0
46-55,west bengal,bill payment,transport,22,4562,207.36,0
46-55,west bengal,bill payment,utilities,20,45889,2294.45,0
46-55,west bengal,p2m,education,15,88617,5907.8,0
46-55,west bengal,p2m,entertainment,50,15111,302.22,0
46-55,west bengal,p2m,food,117,48612,415.49,0
46-55,west bengal,p2m,fuel,84,124992,1488.0,0
46-55,west bengal,p2m,grocery,117,153397,1311.09,0
46-55,west bengal,p2m,healthcare,33,26006,788.06,0
46-55,west bengal,p2m,other,56,41785,746.16,1
46-55,west bengal,p2m,shopping,82,154450,1883.54,0
46-55,west bengal,p2m,transport,68,19408,285.41,0
46-55,west bengal,p2m,utilities,57,207195,3635.0,1
46-55,west bengal,p2p,education,20,134445,6722.25,0
46-55,west bengal,p2p,entertainment,62,19319,311.6,0
46-55,west bengal,p2p,food,148,70550,476.69,0
46-55,west bengal,p2p,fuel,77,114401,1485.73,0
46-55,west bengal,p2p,grocery,185,225405,1218.41,0
46-55,west bengal,p2p,healthcare,39,35137,900.95,0
46-55,west bengal,p2p,other,89,61870,695.17,0
46-55,west bengal,p2p,shopping,141,281596,1997.13,0
46-55,west bengal,p2p,transport,67,14444,215.58,0
46-55,west bengal,p2p,utilities,85,318229,3743.87,0
46-55,west bengal,recharge,education,1,6829,6829.0,0
46-55,west bengal,recharge,entertainment,10,2302,230.2,0
46-55,west bengal,recharge,food,10,6960,696.0,0
46-55,west bengal,recharge,fuel,8,19428,2428.5,0
46-55,west bengal,recharge,grocery,30,42967,1432.23,0
46-55,west bengal,recharge,healthcare,7,10347,1478.14,0
46-55,west bengal,recharge,other,15,13617,907.8,0
46-55,west bengal,recharge,shopping,8,14943,1867.88,0
46-55,west bengal,recharge,transport,6,1515,252.5,0
46-55,west bengal,recharge,utilities,3,945,315.0,0
56+,andhra pradesh,bill payment,education,2,10625,5312.5,0
56+,andhra pradesh,bill payment,entertainment,15,3122,208.13,0
56+,andhra pradesh,bill payment,food,29,10852,374.21,0
56+,andhra pradesh,bill payment,fuel,10,12666,1266.6,0
56+,andhra pradesh,bill payment,grocery,24,27552,1148.0,0
56+,andhra pradesh,bill payment,healthcare,10,17138,1713.8,0
56+,andhra pradesh,bill payment,other,19,14883,783.32,0
56+,andhra pradesh,bill payment,shopping,13,16295,1253.46,0
56+,andhra pradesh,bill payment,transport,16,2361,147.56,0
56+,andhra pradesh,bill payment,utilities,6,23552,3925.33,0
56+,andhra pradesh,p2m,education,11,45804,4164.0,0
56+,andhra pradesh,p2m,entertainment,35,8514,243.26,0
56+,andhra pradesh,p2m,food,44,18998,431.77,1
56+,andhra pradesh,p2m,fuel,34,40368,1187.29,0
56+,andhra pradesh,p2m,grocery,74,76409,1032.55,0
56+,andhra pradesh,p2m,healthcare,23,26177,1138.13,0
56+,andhra pradesh,p2m,other,31,21304,687.23,0
56+,andhra pradesh,p2m,shopping,46,95219,2069.98,0
56+,andhra pradesh,p2m,transport,25,4274,170.96,0
56+,andhra pradesh,p2m,utilities,40,150217,3755.42,0
56+,andhra pradesh,p2p,education,12,36673,3056.08,0
56+,andhra pradesh,p2p,entertainment,39,10036,257.33,1
56+,andhra pradesh,p2p,food,74,38161,515.69,0
56+,andhra pradesh,p2p,fuel,42,57019,1357.6,0
56+,andhra pradesh,p2p,grocery,103,123686,1200.83,0
56+,andhra pradesh,p2p,healthcare,27,26736,990.22,0
56+,andhra pradesh,p2p,other,54,41507,768.65,0
56+,andhra pradesh,p2p,shopping,65,70497,1084.57,0
56+,andhra pradesh,p2p,transport,39,8179,209.72,0
56+,andhra pradesh,p2p,utilities,47,128478,2733.57,0
56+,andhra pradesh,recharge,entertainment,5,1285,257.0,0
56+,andhra pradesh,recharge,food,5,1388,277.6,0
56+,andhra pradesh,recharge,fuel,6,7622,1270.33,0
56+,andhra pradesh,recharge,grocery,6,8302,1383.67,0
56+,andhra pradesh,recharge,healthcare,3,1799,599.67,0
56+,andhra pradesh,recharge,other,7,2249,321.29,0
56+,andhra pradesh,recharge,shopping,5,13104,2620.8,0
56+,andhra pradesh,recharge,transport,6,1021,170.17,0
56+,andhra pradesh,recharge,utilities,5,9693,1938.6,0
56+,delhi,bill payment,education,4,8654,2163.5,0
56+,delhi,bill payment,entertainment,16,4456,278.5,0
56+,delhi,bill payment,food,25,13181,527.24,0
56+,delhi,bill payment,fuel,20,17169,858.45,0
56+,delhi,bill payment,grocery,36,34299,952.75,0
56+,delhi,bill payment,healthcare,6,5627,937.83,0
56+,delhi,bill payment,other,21,16949,807.1,0
56+,delhi,bill payment,shopping,26,41021,1577.73,0
56+,delhi,bill payment,transport,15,4107,273.8,0
56+,delhi,bill payment,utilities,14,33154,2368.14,0
56+,delhi,p2m,education,16,70074,4379.62,0
56+,delhi,p2m,entertainment,32,7221,225.66,0
56+,delhi,p2m,food,66,29659,449.38,0
56+,delhi,p2m,fuel,39,54143,1388.28,0
56+,delhi,p2m,grocery,87,86864,998.44,0
56+,delhi,p2m,healthcare,28,26125,933.04,0
56+,delhi,p2m,other,44,27124,616.45,0
56+,delhi,p2m,shopping,62,108379,1748.05,1
56+,delhi,p2m,transport,32,8673,271.03,0
56+,delhi,p2m,utilities,34,118558,3487.0,0
56+,delhi,p2p,education,17,62821,3695.35,0
56+,delhi,p2p,entertainment,55,14464,262.98,1
56+,delhi,p2p,food,80,31270,390.88,0
56+,delhi,p2p,fuel,71,77970,1098.17,0
56+,delhi,p2p,grocery,117,113231,967.79,1
56+,delhi,p2p,healthcare,20,27471,1373.55,0
56+,delhi,p2p,other,61,41326,677.48,0
56+,delhi,p2p,shopping,65,89963,1384.05,0
56+,delhi,p2p,transport,49,9299,189.78,0
56+,delhi,p2p,utilities,61,207759,3405.89,1
56+,delhi,recharge,entertainment,5,866,173.2,0
56+,delhi,recharge,food,12,4278,356.5,0
56+,delhi,recharge,fuel,7,11389,1627.0,0
56+,delhi,recharge,grocery,12,10540,878.33,0
56+,delhi,recharge,healthcare,5,3734,746.8,0
56+,delhi,recharge,other,4,2858,714.5,0
56+,delhi,recharge,shopping,8,7753,969.12,0
56+,delhi,recharge,transport,9,2158,239.78,0
56+,delhi,recharge,utilities,7,24999,3571.29,0
56+,gujarat,bill payment,education,4,13837,3459.25,0
56+,gujarat,bill payment,entertainment,9,2334,259.33,0
56+,gujarat,bill payment,food,21,9458,450.38,0
56+,gujarat,bill payment,fuel,13,13315,1024.23,0
56+,gujarat,bill payment,grocery,36,36173,1004.81,0
56+,gujarat,bill payment,healthcare,7,9637,1376.71,0
56+,gujarat,bill payment,other,12,5941,495.08,0
56+,gujarat,bill payment,shopping,14,23974,1712.43,0
56+,gujarat,bill payment,transport,12,2982,248.5,0
56+,gujarat,bill payment,utilities,15,37946,2529.73,0
56+,gujarat,p2m,education,14,44399,3171.36,0
56+,gujarat,p2m,entertainment,26,4989,191.88,0
56+,gujarat,p2m,food,64,28067,438.55,0
56+,gujarat,p2m,fuel,32,47261,1476.91,0
56+,gujarat,p2m,grocery,75,79570,1060.93,0
56+,gujarat,p2m,healthcare,17,14568,856.94,0
56+,gujarat,p2m,other,33,25246,765.03,0
56+,gujarat,p2m,shopping,42,65453,1558.4,0
56+,gujarat,p2m,transport,28,6284,224.43,0
56+,gujarat,p2m,utilities,38,84977,2236.24,0
56+,gujarat,p2p,education,16,54168,3385.5,0
56+,gujarat,p2p,entertainment,39,7898,202.51,0
56+,gujarat,p2p,food,65,27183,418.2,1
56+,gujarat,p2p,fuel,54,71082,1316.33,0
56+,gujarat,p2p,grocery,81,93918,1159.48,0
56+,gujarat,p2p,healthcare,22,32733,1487.86,0
56+,gujarat,p2p,other,35,20278,579.37,0
56+,gujarat,p2p,shopping,48,78153,1628.19,0
56+,gujarat,p2p,transport,42,7526,179.19,0
56+,gujarat,p2p,utilities,32,111417,3481.78,0
56+,gujarat,recharge,education,1,2486,2486.0,0
56+,gujarat,recharge,entertainment,7,1810,258.57,0
56+,gujarat,recharge,food,9,3261,362.33,0
56+,gujarat,recharge,fuel,8,11071,1383.88,0
56+,gujarat,recharge,grocery,9,5349,594.33,0
56+,gujarat,recharge,healthcare,2,2373,1186.5,0
56+,gujarat,recharge,other,7,3519,502.71,0
56+,gujarat,recharge,shopping,5,14542,2908.4,0
56+,gujarat,recharge,transport,3,940,313.33,0
56+,gujarat,recharge,utilities,2,6934,3467.0,0
56+,karnataka,bill payment,education,11,56062,5096.55,0
56+,karnataka,bill payment,entertainment,15,5004,333.6,0
56+,karnataka,bill payment,food,47,20241,430.66,0
56+,karnataka,bill payment,fuel,25,32447,1297.88,0
56+,karnataka,bill payment,grocery,47,59453,1264.96,0
56+,karnataka,bill payment,healthcare,11,11240,1021.82,0
56+,karnataka,bill payment,other,26,12002,461.62,0
56+,karnataka,bill payment,shopping,29,49836,1718.48,0
56+,karnataka,bill payment,transport,17,4946,290.94,0
56+,karnataka,bill payment,utilities,30,133033,4434.43,0
56+,karnataka,p2m,education,18,78866,4381.44,0
56+,karnataka,p2m,entertainment,30,7587,252.9,0
56+,karnataka,p2m,food,74,33819,457.01,0
56+,karnataka,p2m,fuel,54,69404,1285.26,0
56+,karnataka,p2m,grocery,108,108599,1005.55,0
56+,karnataka,p2m,healthcare,22,22026,1001.18,0
56+,karnataka,p2m,other,57,35500,622.81,0
56+,karnataka,p2m,shopping,71,132534,1866.68,0
56+,karnataka,p2m,transport,34,7856,231.06,0
56+,karnataka,p2m,utilities,51,160032,3137.88,0
56+,karnataka,p2p,education,30,103173,3439.1,0
56+,karnataka,p2p,entertainment,65,14525,223.46,0
56+,karnataka,p2p,food,107,41347,386.42,0
56+,karnataka,p2p,fuel,64,73974,1155.84,1
56+,karnataka,p2p,grocery,147,147732,1004.98,0
56+,karnataka,p2p,healthcare,32,33412,1044.12,0
56+,karnataka,p2p,other,71,47876,674.31,0
56+,karnataka,p2p,shopping,76,119499,1572.36,0
56+,karnataka,p2p,transport,54,12405,229.72,0
56+,karnataka,p2p,utilities,68,255428,3756.29,0
56+,karnataka,recharge,education,1,1834,1834.0,0
56+,karnataka,recharge,entertainment,4,1071,267.75,0
56+,karnataka,recharge,food,15,5233,348.87,0
56+,karnataka,recharge,fuel,8,11030,1378.75,0
56+,karnataka,recharge,grocery,10,7800,780.0,0
56+,karnataka,recharge,healthcare,4,5949,1487.25,0
56+,karnataka,recharge,other,6,4103,683.83,0
56+,karnataka,recharge,shopping,9,17976,1997.33,0
56+,karnataka,recharge,transport,7,2027,289.57,0
56+,karnataka,recharge,utilities,7,15868,2266.86,0
56+,maharashtra,bill payment,education,10,34479,3447.9,0
56+,maharashtra,bill payment,entertainment,16,3378,211.12,0
56+,maharashtra,bill payment,food,52,20350,391.35,0
56+,maharashtra,bill payment,fuel,31,26402,851.68,0
56+,maharashtra,bill payment,grocery,56,61088,1090.86,0
56+,maharashtra,bill payment,healthcare,17,20943,1231.94,0
56+,maharashtra,bill payment,other,19,9174,482.84,1
56+,maharashtra,bill payment,shopping,44,64307,1461.52,1
56+,maharashtra,bill payment,transport,21,3682,175.33,0
56+,maharashtra,bill payment,utilities,22,81767,3716.68,0
56+,maharashtra,p2m,education,14,40302,2878.71,0
56+,maharashtra,p2m,entertainment,47,11614,247.11,0
56+,maharashtra,p2m,food,81,41053,506.83,0
56+,maharashtra,p2m,fuel,64,71137,1111.52,0
56+,maharashtra,p2m,grocery,114,129360,1134.74,0
56+,maharashtra,p2m,healthcare,32,43120,1347.5,0
56+,maharashtra,p2m,other,58,33806,582.86,0
56+,maharashtra,p2m,shopping,71,119454,1682.45,0
56+,maharashtra,p2m,transport,48,10727,223.48,0
56+,maharashtra,p2m,utilities,37,116023,3135.76,0
56+,maharashtra,p2p,education,22,68645,3120.23,0
56+,maharashtra,p2p,entertainment,55,13058,237.42,0
56+,maharashtra,p2p,food,144,65854,457.32,1
56+,maharashtra,p2p,fuel,86,96643,1123.76,0
56+,maharashtra,p2p,grocery,175,200071,1143.26,0
56+,maharashtra,p2p,healthcare,34,40590,1193.82,0
56+,maharashtra,p2p,other,78,56422,723.36,0
56+,maharashtra,p2p,shopping,108,171742,1590.2,1
56+,maharashtra,p2p,transport,71,12470,175.63,1
56+,maharashtra,p2p,utilities,68,224080,3295.29,0
56+,maharashtra,recharge,education,5,25958,5191.6,0
56+,maharashtra,recharge,entertainment,10,2990,299.0,0
56+,maharashtra,recharge,food,11,3618,328.91,0
56+,maharashtra,recharge,fuel,16,20454,1278.38,0
56+,maharashtra,recharge,grocery,13,12091,930.08,0
56+,maharashtra,recharge,healthcare,2,2267,1133.5,0
56+,maharashtra,recharge,other,12,9945,828.75,0
56+,maharashtra,recharge,shopping,8,22584,2823.0,0
56+,maharashtra,recharge,transport,9,1124,124.89,0
56+,maharashtra,recharge,utilities,8,39999,4999.88,0
56+,rajasthan,bill payment,education,3,27116,9038.67,0
56+,rajasthan,bill payment,entertainment,8,1191,148.88,0
56+,rajasthan,bill payment,food,20,6388,319.4,0
56+,rajasthan,bill payment,fuel,20,19991,999.55,0
56+,rajasthan,bill payment,grocery,27,27618,1022.89,0
56+,rajasthan,bill payment,healthcare,6,4726,787.67,0
56+,rajasthan,bill payment,other,16,8250,515.62,0
56+,rajasthan,bill payment,shopping,17,26351,1550.06,0
56+,rajasthan,bill payment,transport,7,1086,155.14,0
56+,rajasthan,bill payment,utilities,15,66752,4450.13,0
56+,rajasthan,p2m,education,9,35089,3898.78,0
56+,rajasthan,p2m,entertainment,31,7514,242.39,0
56+,rajasthan,p2m,food,57,27820,488.07,0
56+,rajasthan,p2m,fuel,36,44023,1222.86,0
56+,rajasthan,p2m,grocery,70,94375,1348.21,0
56+,rajasthan,p2m,healthcare,22,31367,1425.77,0
56+,rajasthan,p2m,other,26,15640,601.54,0
56+,rajasthan,p2m,shopping,36,44682,1241.17,0
56+,rajasthan,p2m,transport,39,7785,199.62,0
56+,rajasthan,p2m,utilities,31,118378,3818.65,1
56+,rajasthan,p2p,education,15,57271,3818.07,0
56+,rajasthan,p2p,entertainment,35,9480,270.86,0
56+,rajasthan,p2p,food,60,31279,521.32,0
56+,rajasthan,p2p,fuel,46,61810,1343.7,0
56+,rajasthan,p2p,grocery,102,120341,1179.81,0
56+,rajasthan,p2p,healthcare,30,36169,1205.63,0
56+,rajasthan,p2p,other,38,29780,783.68,1
56+,rajasthan,p2p,shopping,49,87809,1792.02,0
56+,rajasthan,p2p,transport,43,8275,192.44,0
56+,rajasthan,p2p,utilities,45,125974,2799.42,0
56+,rajasthan,recharge,education,3,20147,6715.67,0
56+,rajasthan,recharge,entertainment,6,2286,381.0,1
56+,rajasthan,recharge,food,9,4645,516.11,0
56+,rajasthan,recharge,fuel,5,11136,2227.2,0
56+,rajasthan,recharge,grocery,13,10307,792.85,0
56+,rajasthan,recharge,healthcare,5,3368,673.6,0
56+,rajasthan,recharge,other,4,1979,494.75,0
56+,rajasthan,recharge,shopping,3,7973,2657.67,0
56+,rajasthan,recharge,transport,1,32,32.0,0
56+,rajasthan,recharge,utilities,4,17375,4343.75,0
56+,tamil nadu,bill payment,education,2,5036,2518.0,0
56+,tamil nadu,bill payment,entertainment,12,3090,257.5,0
56+,tamil nadu,bill payment,food,24,12485,520.21,0
56+,tamil nadu,bill payment,fuel,24,32054,1335.58,0
56+,tamil nadu,bill payment,grocery,40,37984,949.6,0
56+,tamil nadu,bill payment,healthcare,17,13502,794.24,0
56+,tamil nadu,bill payment,other,16,10983,686.44,0
56+,tamil nadu,bill payment,shopping,25,49153,1966.12,0
56+,tamil nadu,bill payment,transport,12,2696,224.67,0
56+,tamil nadu,bill payment,utilities,10,41523,4152.3,0
56+,tamil nadu,p2m,education,9,29910,3323.33,0
56+,tamil nadu,p2m,entertainment,40,8223,205.58,0
56+,tamil nadu,p2m,food,71,30582,430.73,0
56+,tamil nadu,p2m,fuel,46,57760,1255.65,0
56+,tamil nadu,p2m,grocery,93,127581,1371.84,1
56+,tamil nadu,p2m,healthcare,19,24900,1310.53,0
56+,tamil nadu,p2m,other,44,35881,815.48,0
56+,tamil nadu,p2m,shopping,49,100525,2051.53,0
56+,tamil nadu,p2m,transport,24,5772,240.5,0
56+,tamil nadu,p2m,utilities,44,144710,3288.86,0
56+,tamil nadu,p2p,education,19,75894,3994.42,0
56+,tamil nadu,p2p,entertainment,52,17052,327.92,0
56+,tamil nadu,p2p,food,70,30136,430.51,0
56+,tamil nadu,p2p,fuel,49,58921,1202.47,0
56+,tamil nadu,p2p,grocery,92,88800,965.22,0
56+,tamil nadu,p2p,healthcare,32,46897,1465.53,0
56+,tamil nadu,p2p,other,45,27855,619.0,0
56+,tamil nadu,p2p,shopping,72,131297,1823.57,1
56+,tamil nadu,p2p,transport,46,11279,245.2,0
56+,tamil nadu,p2p,utilities,55,200101,3638.2,0
56+,tamil nadu,recharge,education,3,8620,2873.33,0
56+,tamil nadu,recharge,entertainment,3,434,144.67,0
56+,tamil nadu,recharge,food,16,8076,504.75,0
56+,tamil nadu,recharge,fuel,6,7029,1171.5,0
56+,tamil nadu,recharge,grocery,14,13098,935.57,0
56+,tamil nadu,recharge,healthcare,4,4662,1165.5,0
56+,tamil nadu,recharge,other,9,9452,1050.22,0
56+,tamil nadu,recharge,shopping,13,15626,1202.0,0
56+,tamil nadu,recharge,transport,3,856,285.33,0
56+,tamil nadu,recharge,utilities,9,26473,2941.44,0
56+,telangana,bill payment,education,7,23268,3324.0,0
56+,telangana,bill payment,entertainment,19,5737,301.95,0
56+,telangana,bill payment,food,30,7456,248.53,0
56+,telangana,bill payment,fuel,19,18877,993.53,0
56+,telangana,bill payment,grocery,35,34079,973.69,0
56+,telangana,bill payment,healthcare,7,9872,1410.29,0
56+,telangana,bill payment,other,14,13035,931.07,0
56+,telangana,bill payment,shopping,22,35797,1627.14,0
56+,telangana,bill payment,transport,16,2521,157.56,1
56+,telangana,bill payment,utilities,16,60733,3795.81,0
56+,telangana,p2m,education,7,17448,2492.57,0
56+,telangana,p2m,entertainment,28,7131,254.68,0
56+,telangana,p2m,food,62,24320,392.26,1
56+,telangana,p2m,fuel,38,40425,1063.82,0
56+,telangana,p2m,grocery,88,85555,972.22,0
56+,telangana,p2m,healthcare,27,36501,1351.89,0
56+,telangana,p2m,other,37,32028,865.62,1
56+,telangana,p2m,shopping,53,94955,1791.6,1
56+,telangana,p2m,transport,34,7150,210.29,0
56+,telangana,p2m,utilities,37,119633,3233.32,0
56+,telangana,p2p,education,13,58851,4527.0,0
56+,telangana,p2p,entertainment,40,10190,254.75,0
56+,telangana,p2p,food,68,27479,404.1,0
56+,telangana,p2p,fuel,53,63983,1207.23,0
56+,telangana,p2p,grocery,112,142602,1273.23,0
56+,telangana,p2p,healthcare,35,47522,1357.77,0
56+,telangana,p2p,other,48,30767,640.98,1
56+,telangana,p2p,shopping,58,80838,1393.76,0
56+,telangana,p2p,transport,46,7040,153.04,0
56+,telangana,p2p,utilities,57,167004,2929.89,0
56+,telangana,recharge,entertainment,8,2337,292.12,0
56+,telangana,recharge,food,10,4149,414.9,0
56+,telangana,recharge,fuel,2,1035,517.5,0
56+,telangana,recharge,grocery,14,12541,895.79,0
56+,telangana,recharge,other,7,4073,581.86,0
56+,telangana,recharge,shopping,16,28032,1752.0,0
56+,telangana,recharge,transport,3,269,89.67,0
56+,telangana,recharge,utilities,5,12280,2456.0,0
56+,uttar pradesh,bill payment,education,4,20696,5174.0,0
56+,uttar pradesh,bill payment,entertainment,19,6601,347.42,0
56+,uttar pradesh,bill payment,food,25,11460,458.4,1
56+,uttar pradesh,bill payment,fuel,15,18219,1214.6,0
56+,uttar pradesh,bill payment,grocery,54,54403,1007.46,0
56+,uttar pradesh,bill payment,healthcare,7,7707,1101.0,1
56+,uttar pradesh,bill payment,other,25,14367,574.68,0
56+,uttar pradesh,bill payment,shopping,33,66067,2002.03,0
56+,uttar pradesh,bill payment,transport,16,3523,220.19,0
56+,uttar pradesh,bill payment,utilities,16,53854,3365.88,0
56+,uttar pradesh,p2m,education,10,35215,3521.5,0
56+,uttar pradesh,p2m,entertainment,49,14127,288.31,0
56+,uttar pradesh,p2m,food,80,40742,509.28,1
56+,uttar pradesh,p2m,fuel,47,46863,997.09,0
