sender_bank,device_type,network_type,is_peak_hour,day_of_week,total_transactions,failed_transactions,failure_rate,avg_amount
yes bank,android,5g,0,sunday,369,11,2.9810298102981028,1409.2466124661246
yes bank,android,5g,0,thursday,355,17,4.788732394366197,1344.2760563380282
yes bank,android,5g,0,tuesday,353,12,3.39943342776204,1182.5949008498583
yes bank,android,5g,0,wednesday,379,14,3.6939313984168867,1251.8944591029024
yes bank,android,5g,1,friday,298,12,4.026845637583892,1205.006711409396
yes bank,android,5g,1,monday,315,14,4.444444444444445,1437.4730158730158
yes bank,android,5g,1,saturday,307,16,5.211726384364821,1541.7915309446255
yes bank,android,5g,1,sunday,333,16,4.804804804804805,1323.129129129129
yes bank,android,5g,1,thursday,292,18,6.164383561643835,1173.2602739726028
yes bank,android,5g,1,tuesday,285,11,3.8596491228070176,1306.501754385965
yes bank,android,5g,1,wednesday,295,10,3.389830508474576,1245.413559322034
yes bank,android,wifi,0,friday,119,4,3.361344537815126,1596.9411764705883
yes bank,android,wifi,0,monday,137,9,6.569343065693431,1499.8686131386862
yes bank,android,wifi,0,saturday,136,6,4.411764705882353,1763.4264705882354
yes bank,android,wifi,0,sunday,151,7,4.635761589403973,1249.3774834437086
yes bank,android,wifi,0,thursday,142,5,3.5211267605633805,1387.394366197183
yes bank,android,wifi,0,tuesday,138,6,4.3478260869565215,1415.2101449275362
yes bank,android,wifi,0,wednesday,153,8,5.228758169934641,1366.562091503268
yes bank,android,wifi,1,friday,122,4,3.278688524590164,1208.139344262295
yes bank,android,wifi,1,monday,145,8,5.517241379310345,1212.8689655172413
yes bank,android,wifi,1,saturday,108,7,6.481481481481481,1210.9444444444443
yes bank,android,wifi,1,sunday,113,7,6.1946902654867255,1558.858407079646
yes bank,android,wifi,1,thursday,122,6,4.918032786885246,1206.7459016393443
yes bank,android,wifi,1,tuesday,119,7,5.88235294117647,1494.436974789916
yes bank,android,wifi,1,wednesday,128,8,6.25,1620.0625
yes bank,ios,3g,0,friday,20,1,5.0,1821.35
yes bank,ios,3g,0,monday,26,0,0.0,1005.7307692307693
yes bank,ios,3g,0,saturday,16,0,0.0,1708.3125
yes bank,ios,3g,0,sunday,21,0,0.0,1223.4285714285713
yes bank,ios,3g,0,thursday,16,1,6.25,1482.0625
yes bank,ios,3g,0,tuesday,16,1,6.25,672.25
yes bank,ios,3g,0,wednesday,22,3,13.636363636363635,1139.7727272727273
yes bank,ios,3g,1,friday,16,0,0.0,1720.5625
yes bank,ios,3g,1,monday,13,0,0.0,1038.7692307692307
yes bank,ios,3g,1,saturday,20,2,10.0,673.15
yes bank,ios,3g,1,sunday,17,0,0.0,1516.0588235294117
yes bank,ios,3g,1,thursday,12,0,0.0,889.9166666666666
yes bank,ios,3g,1,tuesday,18,1,5.555555555555555,1203.7777777777778
yes bank,ios,3g,1,wednesday,13,1,7.6923076923076925,1570.0
yes bank,ios,4g,0,friday,259,17,6.563706563706563,1234.7220077220077
yes bank,ios,4g,0,monday,257,11,4.280155642023346,1285.4396887159533
yes bank,ios,4g,0,saturday,230,14,6.086956521739131,1373.9782608695652
yes bank,ios,4g,0,sunday,228,9,3.9473684210526314,1436.530701754386
yes bank,ios,4g,0,thursday,222,22,9.90990990990991,1391.355855855856
yes bank,ios,4g,0,tuesday,207,15,7.246376811594203,1178.231884057971
yes bank,ios,4g,0,wednesday,242,13,5.371900826446281,1394.896694214876
yes bank,ios,4g,1,friday,196,8,4.081632653061225,1146.6632653061224
yes bank,ios,4g,1,monday,187,6,3.2085561497326207,1274.7967914438502
yes bank,ios,4g,1,saturday,197,14,7.1065989847715745,1457.5736040609138
yes bank,ios,4g,1,sunday,182,14,7.6923076923076925,1146.434065934066
yes bank,ios,4g,1,thursday,185,6,3.2432432432432434,1320.5135135135135
yes bank,ios,4g,1,tuesday,212,10,4.716981132075472,1053.561320754717
yes bank,ios,4g,1,wednesday,181,13,7.18232044198895,1463.2486187845304
yes bank,ios,5g,0,friday,93,4,4.301075268817205,1222.8709677419354
yes bank,ios,5g,0,monday,89,4,4.49438202247191,1159.5393258426966
yes bank,ios,5g,0,saturday,85,2,2.3529411764705883,1173.4352941176471
yes bank,ios,5g,0,sunday,98,6,6.122448979591836,1509.357142857143
yes bank,ios,5g,0,thursday,85,5,5.88235294117647,1391.7176470588236
yes bank,ios,5g,0,tuesday,84,5,5.952380952380952,1264.7738095238096
yes bank,ios,5g,0,wednesday,76,6,7.894736842105263,1445.5
yes bank,ios,5g,1,friday,80,6,7.5,1086.075
yes bank,ios,5g,1,monday,76,2,2.631578947368421,2107.2368421052633
yes bank,ios,5g,1,saturday,88,5,5.681818181818182,1118.409090909091
yes bank,ios,5g,1,sunday,77,2,2.5974025974025974,1155.1948051948052
yes bank,ios,5g,1,thursday,74,5,6.756756756756757,1492.7297297297298
yes bank,ios,5g,1,tuesday,77,7,9.090909090909092,1135.4155844155844
yes bank,ios,5g,1,wednesday,88,3,3.4090909090909087,895.1590909090909
yes bank,ios,wifi,0,friday,44,1,2.272727272727273,1349.590909090909
yes bank,ios,wifi,0,monday,31,0,0.0,983.8064516129032
yes bank,ios,wifi,0,saturday,38,2,5.263157894736842,1268.157894736842
yes bank,ios,wifi,0,sunday,40,4,10.0,1516.35
yes bank,ios,wifi,0,thursday,38,3,7.894736842105263,1079.8947368421052
yes bank,ios,wifi,0,tuesday,43,4,9.30232558139535,1172.6976744186047
yes bank,ios,wifi,0,wednesday,34,1,2.941176470588235,1874.4117647058824
yes bank,ios,wifi,1,friday,24,1,4.166666666666666,781.7083333333334
yes bank,ios,wifi,1,monday,42,1,2.380952380952381,971.452380952381
yes bank,ios,wifi,1,saturday,36,2,5.555555555555555,1351.5
yes bank,ios,wifi,1,sunday,41,3,7.317073170731707,2180.4146341463415
yes bank,ios,wifi,1,thursday,26,0,0.0,796.0384615384615
yes bank,ios,wifi,1,tuesday,33,1,3.0303030303030303,920.7878787878788
yes bank,ios,wifi,1,wednesday,37,3,8.108108108108109,1438.945945945946
yes bank,web,3g,0,friday,6,1,16.666666666666664,2198.3333333333335
yes bank,web,3g,0,monday,4,0,0.0,588.0
yes bank,web,3g,0,saturday,2,0,0.0,1521.0
yes bank,web,3g,0,sunday,8,2,25.0,943.875
yes bank,web,3g,0,thursday,4,0,0.0,1095.0
yes bank,web,3g,0,tuesday,8,1,12.5,879.5
yes bank,web,3g,0,wednesday,5,0,0.0,2112.6
yes bank,web,3g,1,friday,3,0,0.0,900.6666666666666
yes bank,web,3g,1,monday,3,0,0.0,480.0
yes bank,web,3g,1,saturday,5,0,0.0,1573.4
yes bank,web,3g,1,sunday,6,1,16.666666666666664,478.8333333333333
yes bank,web,3g,1,thursday,8,1,12.5,705.75
yes bank,web,3g,1,tuesday,5,3,60.0,295.2
yes bank,web,3g,1,wednesday,4,0,0.0,2963.75
yes bank,web,4g,0,friday,70,2,2.857142857142857,1185.3428571428572
yes bank,web,4g,0,monday,77,4,5.194805194805195,1074.3636363636363
yes bank,web,4g,0,saturday,42,3,7.142857142857142,891.2380952380952
yes bank,web,4g,0,sunday,57,2,3.508771929824561,1403.5964912280701
yes bank,web,4g,0,thursday,52,6,11.538461538461538,1293.8076923076924
yes bank,web,4g,0,tuesday,54,5,9.25925925925926,1127.5555555555557
yes bank,web,4g,0,wednesday,49,2,4.081632653061225,1326.3877551020407
yes bank,web,4g,1,friday,47,3,6.382978723404255,1289.4468085106382
yes bank,web,4g,1,monday,64,3,4.6875,1094.734375
yes bank,web,4g,1,saturday,51,4,7.8431372549019605,1348.6078431372548
yes bank,web,4g,1,sunday,47,3,6.382978723404255,1640.2340425531916
yes bank,web,4g,1,thursday,42,3,7.142857142857142,1289.5714285714287
yes bank,web,4g,1,tuesday,41,0,0.0,1149.6829268292684
yes bank,web,4g,1,wednesday,49,5,10.204081632653061,931.795918367347
yes bank,web,5g,0,friday,22,0,0.0,1457.1818181818182
yes bank,web,5g,0,monday,27,1,3.7037037037037033,2607.5925925925926
yes bank,web,5g,0,saturday,22,1,4.545454545454546,1239.4545454545455
yes bank,web,5g,0,sunday,33,0,0.0,1462.3636363636363
yes bank,web,5g,0,thursday,13,1,7.6923076923076925,2012.7692307692307
yes bank,web,5g,0,tuesday,27,0,0.0,1193.4074074074074
yes bank,web,5g,0,wednesday,22,0,0.0,960.8181818181819
yes bank,web,5g,1,friday,27,2,7.4074074074074066,1429.7407407407406
yes bank,web,5g,1,monday,18,0,0.0,1499.2222222222222
yes bank,web,5g,1,saturday,20,1,5.0,1029.55
yes bank,web,5g,1,sunday,18,1,5.555555555555555,1580.0
yes bank,web,5g,1,thursday,24,2,8.333333333333332,1237.7083333333333
yes bank,web,5g,1,tuesday,29,1,3.4482758620689653,1264.7241379310344
yes bank,web,5g,1,wednesday,19,1,5.263157894736842,1539.1052631578948
yes bank,web,wifi,0,friday,15,1,6.666666666666667,853.1333333333333
yes bank,web,wifi,0,monday,8,0,0.0,2576.875
yes bank,web,wifi,0,saturday,15,0,0.0,1045.7333333333333
yes bank,web,wifi,0,sunday,9,2,22.22222222222222,2292.777777777778
yes bank,web,wifi,0,thursday,8,0,0.0,739.125
yes bank,web,wifi,0,tuesday,13,3,23.076923076923077,680.4615384615385
yes bank,web,wifi,0,wednesday,13,0,0.0,1262.4615384615386
yes bank,web,wifi,1,friday,3,0,0.0,326.0
yes bank,web,wifi,1,monday,6,0,0.0,3208.6666666666665
yes bank,web,wifi,1,saturday,9,0,0.0,451.1111111111111
yes bank,web,wifi,1,sunday,8,0,0.0,964.125
yes bank,web,wifi,1,thursday,4,1,25.0,1088.25
yes bank,web,wifi,1,tuesday,9,1,11.11111111111111,600.6666666666666
yes bank,web,wifi,1,wednesday,6,0,0.0,1474.8333333333333
