sender_state,hour_of_day,device_type,network_type,amount_category,total_transactions,fraud_transactions,fraud_rate,avg_fraud_amount
uttar pradesh,20,ios,4g,Medium (500-2K),117,0,0.0,0.0
uttar pradesh,20,ios,4g,High (2K-10K),63,0,0.0,0.0
uttar pradesh,20,ios,5g,Small (<500),45,0,0.0,0.0
uttar pradesh,20,ios,5g,Medium (500-2K),37,0,0.0,0.0
uttar pradesh,20,ios,5g,High (2K-10K),18,0,0.0,0.0
uttar pradesh,20,ios,wifi,Small (<500),19,0,0.0,0.0
uttar pradesh,20,ios,wifi,Medium (500-2K),19,0,0.0,0.0
uttar pradesh,20,ios,wifi,High (2K-10K),7,0,0.0,0.0
uttar pradesh,20,web,3g,Small (<500),3,0,0.0,0.0
uttar pradesh,20,web,3g,Medium (500-2K),3,0,0.0,0.0
uttar pradesh,20,web,4g,Small (<500),33,0,0.0,0.0
uttar pradesh,20,web,4g,Medium (500-2K),32,0,0.0,0.0
uttar pradesh,20,web,4g,High (2K-10K),15,0,0.0,0.0
uttar pradesh,20,web,5g,Small (<500),12,0,0.0,0.0
uttar pradesh,20,web,5g,Medium (500-2K),3,0,0.0,0.0
uttar pradesh,20,web,5g,High (2K-10K),9,0,0.0,0.0
uttar pradesh,20,web,wifi,Small (<500),8,0,0.0,0.0
uttar pradesh,20,web,wifi,Medium (500-2K),4,0,0.0,0.0
uttar pradesh,20,web,wifi,High (2K-10K),1,0,0.0,0.0
uttar pradesh,21,android,3g,Small (<500),29,0,0.0,0.0
uttar pradesh,21,android,3g,Medium (500-2K),21,0,0.0,0.0
uttar pradesh,21,android,3g,High (2K-10K),9,0,0.0,0.0
uttar pradesh,21,android,3g,Very High (>10K),1,0,0.0,0.0
uttar pradesh,21,android,4g,Small (<500),370,0,0.0,0.0
uttar pradesh,21,android,4g,Medium (500-2K),352,2,0.5681818181818182,615.0
uttar pradesh,21,android,4g,High (2K-10K),155,0,0.0,0.0
uttar pradesh,21,android,4g,Very High (>10K),6,0,0.0,0.0
uttar pradesh,21,android,5g,Small (<500),150,1,0.6666666666666667,375.0
uttar pradesh,21,android,5g,Medium (500-2K),125,0,0.0,0.0
uttar pradesh,21,android,5g,High (2K-10K),68,0,0.0,0.0
uttar pradesh,21,android,5g,Very High (>10K),2,0,0.0,0.0
uttar pradesh,21,android,wifi,Small (<500),60,0,0.0,0.0
uttar pradesh,21,android,wifi,Medium (500-2K),59,0,0.0,0.0
uttar pradesh,21,android,wifi,High (2K-10K),25,0,0.0,0.0
uttar pradesh,21,android,wifi,Very High (>10K),1,0,0.0,0.0
uttar pradesh,21,ios,3g,Small (<500),7,0,0.0,0.0
uttar pradesh,21,ios,3g,Medium (500-2K),8,0,0.0,0.0
uttar pradesh,21,ios,4g,Small (<500),96,0,0.0,0.0
uttar pradesh,21,ios,4g,Medium (500-2K),80,0,0.0,0.0
uttar pradesh,21,ios,4g,High (2K-10K),37,0,0.0,0.0
uttar pradesh,21,ios,4g,Very High (>10K),3,0,0.0,0.0
uttar pradesh,21,ios,5g,Small (<500),56,0,0.0,0.0
uttar pradesh,21,ios,5g,Medium (500-2K),36,0,0.0,0.0
uttar pradesh,21,ios,5g,High (2K-10K),11,0,0.0,0.0
uttar pradesh,21,ios,5g,Very High (>10K),3,0,0.0,0.0
uttar pradesh,21,ios,wifi,Small (<500),7,0,0.0,0.0
uttar pradesh,21,ios,wifi,Medium (500-2K),14,0,0.0,0.0
uttar pradesh,21,ios,wifi,High (2K-10K),2,0,0.0,0.0
uttar pradesh,21,web,3g,High (2K-10K),2,0,0.0,0.0
uttar pradesh,21,web,4g,Small (<500),34,0,0.0,0.0
uttar pradesh,21,web,4g,Medium (500-2K),15,0,0.0,0.0
uttar pradesh,21,web,4g,High (2K-10K),7,0,0.0,0.0
uttar pradesh,21,web,5g,Small (<500),13,0,0.0,0.0
uttar pradesh,21,web,5g,Medium (500-2K),9,0,0.0,0.0
uttar pradesh,21,web,5g,High (2K-10K),6,0,0.0,0.0
uttar pradesh,21,web,wifi,Small (<500),5,0,0.0,0.0
uttar pradesh,21,web,wifi,Medium (500-2K),6,0,0.0,0.0
uttar pradesh,21,web,wifi,High (2K-10K),4,0,0.0,0.0
uttar pradesh,22,android,3g,Small (<500),25,0,0.0,0.0
uttar pradesh,22,android,3g,Medium (500-2K),15,0,0.0,0.0
uttar pradesh,22,android,3g,High (2K-10K),9,0,0.0,0.0
uttar pradesh,22,android,4g,Small (<500),219,0,0.0,0.0
uttar pradesh,22,android,4g,Medium (500-2K),189,0,0.0,0.0
uttar pradesh,22,android,4g,High (2K-10K),93,0,0.0,0.0
uttar pradesh,22,android,4g,Very High (>10K),1,0,0.0,0.0
uttar pradesh,22,android,5g,Small (<500),93,0,0.0,0.0
uttar pradesh,22,android,5g,Medium (500-2K),84,0,0.0,0.0
uttar pradesh,22,android,5g,High (2K-10K),36,0,0.0,0.0
uttar pradesh,22,android,5g,Very High (>10K),1,0,0.0,0.0
uttar pradesh,22,android,wifi,Small (<500),37,0,0.0,0.0
uttar pradesh,22,android,wifi,Medium (500-2K),29,0,0.0,0.0
uttar pradesh,22,android,wifi,High (2K-10K),14,0,0.0,0.0
uttar pradesh,22,android,wifi,Very High (>10K),1,0,0.0,0.0
uttar pradesh,22,ios,3g,Small (<500),6,0,0.0,0.0
uttar pradesh,22,ios,3g,Medium (500-2K),4,0,0.0,0.0
uttar pradesh,22,ios,3g,High (2K-10K),1,0,0.0,0.0
uttar pradesh,22,ios,3g,Very High (>10K),1,0,0.0,0.0
uttar pradesh,22,ios,4g,Small (<500),61,0,0.0,0.0
uttar pradesh,22,ios,4g,Medium (500-2K),53,0,0.0,0.0
uttar pradesh,22,ios,4g,High (2K-10K),19,0,0.0,0.0
uttar pradesh,22,ios,4g,Very High (>10K),2,0,0.0,0.0
uttar pradesh,22,ios,5g,Small (<500),29,0,0.0,0.0
uttar pradesh,22,ios,5g,Medium (500-2K),29,0,0.0,0.0
uttar pradesh,22,ios,5g,High (2K-10K),4,0,0.0,0.0
uttar pradesh,22,ios,wifi,Small (<500),10,0,0.0,0.0
uttar pradesh,22,ios,wifi,Medium (500-2K),12,0,0.0,0.0
uttar pradesh,22,ios,wifi,High (2K-10K),3,0,0.0,0.0
uttar pradesh,22,web,3g,Small (<500),2,0,0.0,0.0
uttar pradesh,22,web,3g,Medium (500-2K),2,0,0.0,0.0
uttar pradesh,22,web,4g,Small (<500),17,0,0.0,0.0
uttar pradesh,22,web,4g,Medium (500-2K),8,0,0.0,0.0
uttar pradesh,22,web,4g,High (2K-10K),7,0,0.0,0.0
uttar pradesh,22,web,4g,Very High (>10K),1,0,0.0,0.0
uttar pradesh,22,web,5g,Small (<500),5,0,0.0,0.0
uttar pradesh,22,web,5g,Medium (500-2K),4,0,0.0,0.0
uttar pradesh,22,web,5g,High (2K-10K),1,0,0.0,0.0
uttar pradesh,22,web,wifi,Small (<500),2,0,0.0,0.0
uttar pradesh,22,web,wifi,Medium (500-2K),1,0,0.0,0.0
uttar pradesh,22,web,wifi,High (2K-10K),1,0,0.0,0.0
uttar pradesh,23,android,3g,Small (<500),12,0,0.0,0.0
uttar pradesh,23,android,3g,Medium (500-2K),15,0,0.0,0.0
uttar pradesh,23,android,3g,High (2K-10K),7,0,0.0,0.0
uttar pradesh,23,android,4g,Small (<500),120,0,0.0,0.0
uttar pradesh,23,android,4g,Medium (500-2K),109,0,0.0,0.0
uttar pradesh,23,android,4g,High (2K-10K),72,0,0.0,0.0
uttar pradesh,23,android,4g,Very High (>10K),2,0,0.0,0.0
uttar pradesh,23,android,5g,Small (<500),58,0,0.0,0.0
uttar pradesh,23,android,5g,Medium (500-2K),43,0,0.0,0.0
uttar pradesh,23,android,5g,High (2K-10K),27,0,0.0,0.0
uttar pradesh,23,android,wifi,Small (<500),19,0,0.0,0.0
uttar pradesh,23,android,wifi,Medium (500-2K),20,0,0.0,0.0
uttar pradesh,23,android,wifi,High (2K-10K),17,0,0.0,0.0
uttar pradesh,23,android,wifi,Very High (>10K),1,0,0.0,0.0
uttar pradesh,23,ios,3g,Small (<500),6,0,0.0,0.0
uttar pradesh,23,ios,3g,Medium (500-2K),2,0,0.0,0.0
uttar pradesh,23,ios,3g,High (2K-10K),3,0,0.0,0.0
uttar pradesh,23,ios,4g,Small (<500),38,0,0.0,0.0
uttar pradesh,23,ios,4g,Medium (500-2K),33,0,0.0,0.0
uttar pradesh,23,ios,4g,High (2K-10K),16,0,0.0,0.0
uttar pradesh,23,ios,4g,Very High (>10K),2,0,0.0,0.0
uttar pradesh,23,ios,5g,Small (<500),14,0,0.0,0.0
uttar pradesh,23,ios,5g,Medium (500-2K),13,0,0.0,0.0
uttar pradesh,23,ios,5g,High (2K-10K),3,0,0.0,0.0
uttar pradesh,23,ios,wifi,Small (<500),5,0,0.0,0.0
uttar pradesh,23,ios,wifi,Medium (500-2K),7,0,0.0,0.0
uttar pradesh,23,ios,wifi,High (2K-10K),1,0,0.0,0.0
uttar pradesh,23,web,4g,Small (<500),11,0,0.0,0.0
uttar pradesh,23,web,4g,Medium (500-2K),9,0,0.0,0.0
uttar pradesh,23,web,4g,High (2K-10K),2,0,0.0,0.0
uttar pradesh,23,web,5g,Small (<500),2,0,0.0,0.0
uttar pradesh,23,web,5g,Medium (500-2K),5,0,0.0,0.0
uttar pradesh,23,web,5g,High (2K-10K),1,0,0.0,0.0
uttar pradesh,23,web,wifi,Small (<500),2,0,0.0,0.0
uttar pradesh,23,web,wifi,High (2K-10K),1,0,0.0,0.0
west bengal,0,android,3g,Small (<500),3,0,0.0,0.0
west bengal,0,android,3g,Medium (500-2K),6,0,0.0,0.0
west bengal,0,android,3g,High (2K-10K),6,0,0.0,0.0
west bengal,0,android,4g,Small (<500),42,0,0.0,0.0
west bengal,0,android,4g,Medium (500-2K),37,0,0.0,0.0
west bengal,0,android,4g,High (2K-10K),17,0,0.0,0.0
west bengal,0,android,4g,Very High (>10K),2,0,0.0,0.0
west bengal,0,android,5g,Small (<500),18,0,0.0,0.0
west bengal,0,android,5g,Medium (500-2K),10,0,0.0,0.0
west bengal,0,android,5g,High (2K-10K),9,0,0.0,0.0
west bengal,0,android,wifi,Small (<500),6,0,0.0,0.0
west bengal,0,android,wifi,Medium (500-2K),10,0,0.0,0.0
west bengal,0,android,wifi,High (2K-10K),2,0,0.0,0.0
west bengal,0,ios,3g,Small (<500),1,0,0.0,0.0
west bengal,0,ios,3g,Medium (500-2K),3,0,0.0,0.0
west bengal,0,ios,3g,High (2K-10K),2,0,0.0,0.0
west bengal,0,ios,4g,Small (<500),12,0,0.0,0.0
west bengal,0,ios,4g,Medium (500-2K),9,0,0.0,0.0
west bengal,0,ios,4g,High (2K-10K),6,0,0.0,0.0
west bengal,0,ios,5g,Small (<500),5,0,0.0,0.0
west bengal,0,ios,5g,Medium (500-2K),5,0,0.0,0.0
west bengal,0,ios,5g,High (2K-10K),1,0,0.0,0.0
west bengal,0,ios,wifi,Small (<500),2,0,0.0,0.0
west bengal,0,ios,wifi,Medium (500-2K),4,0,0.0,0.0
west bengal,0,ios,wifi,High (2K-10K),1,0,0.0,0.0
west bengal,0,web,4g,Small (<500),3,0,0.0,0.0
west bengal,0,web,4g,Medium (500-2K),1,0,0.0,0.0
west bengal,0,web,4g,High (2K-10K),2,0,0.0,0.0
west bengal,0,web,5g,Small (<500),2,0,0.0,0.0
west bengal,0,web,5g,Medium (500-2K),2,0,0.0,0.0
west bengal,0,web,wifi,Small (<500),1,0,0.0,0.0
west bengal,1,android,3g,Small (<500),4,0,0.0,0.0
west bengal,1,android,3g,High (2K-10K),1,0,0.0,0.0
west bengal,1,android,4g,Small (<500),37,0,0.0,0.0
west bengal,1,android,4g,Medium (500-2K),31,0,0.0,0.0
west bengal,1,android,4g,High (2K-10K),13,0,0.0,0.0
west bengal,1,android,5g,Small (<500),13,0,0.0,0.0
west bengal,1,android,5g,Medium (500-2K),9,0,0.0,0.0
west bengal,1,android,5g,High (2K-10K),7,0,0.0,0.0
west bengal,1,android,wifi,Small (<500),3,0,0.0,0.0
west bengal,1,android,wifi,Medium (500-2K),3,0,0.0,0.0
west bengal,1,ios,3g,Small (<500),1,0,0.0,0.0
west bengal,1,ios,3g,Medium (500-2K),2,0,0.0,0.0
west bengal,1,ios,4g,Small (<500),6,0,0.0,0.0
west bengal,1,ios,4g,Medium (500-2K),9,0,0.0,0.0
west bengal,1,ios,4g,High (2K-10K),2,0,0.0,0.0
west bengal,1,ios,4g,Very High (>10K),1,0,0.0,0.0
west bengal,1,ios,5g,Small (<500),5,0,0.0,0.0
west bengal,1,ios,5g,Medium (500-2K),1,0,0.0,0.0
west bengal,1,ios,5g,High (2K-10K),1,0,0.0,0.0
west bengal,1,ios,wifi,Small (<500),1,0,0.0,0.0
west bengal,1,ios,wifi,Medium (500-2K),1,0,0.0,0.0
west bengal,1,ios,wifi,High (2K-10K),1,0,0.0,0.0
west bengal,1,web,4g,Small (<500),1,0,0.0,0.0
west bengal,1,web,4g,Medium (500-2K),1,0,0.0,0.0
west bengal,1,web,4g,High (2K-10K),1,0,0.0,0.0
west bengal,1,web,wifi,Small (<500),1,0,0.0,0.0
west bengal,2,android,3g,Small (<500),2,0,0.0,0.0
west bengal,2,android,3g,Medium (500-2K),2,0,0.0,0.0
west bengal,2,android,3g,High (2K-10K),1,0,0.0,0.0
west bengal,2,android,4g,Small (<500),23,0,0.0,0.0
west bengal,2,android,4g,Medium (500-2K),22,0,0.0,0.0
west bengal,2,android,4g,High (2K-10K),14,0,0.0,0.0
west bengal,2,android,5g,Small (<500),10,0,0.0,0.0
west bengal,2,android,5g,Medium (500-2K),9,0,0.0,0.0
west bengal,2,android,5g,High (2K-10K),3,0,0.0,0.0
west bengal,2,android,wifi,Small (<500),2,0,0.0,0.0
west bengal,2,android,wifi,Medium (500-2K),5,0,0.0,0.0
west bengal,2,android,wifi,High (2K-10K),3,0,0.0,0.0
west bengal,2,ios,3g,Medium (500-2K),2,0,0.0,0.0
west bengal,2,ios,4g,Small (<500),11,0,0.0,0.0
west bengal,2,ios,4g,Medium (500-2K),7,0,0.0,0.0
west bengal,2,ios,4g,High (2K-10K),1,0,0.0,0.0
west bengal,2,ios,5g,Small (<500),3,0,0.0,0.0
west bengal,2,ios,5g,Medium (500-2K),3,0,0.0,0.0
west bengal,2,ios,5g,High (2K-10K),1,0,0.0,0.0
west bengal,2,ios,wifi,Small (<500),2,0,0.0,0.0
west bengal,2,web,4g,Small (<500),2,0,0.0,0.0
west bengal,2,web,5g,Small (<500),1,0,0.0,0.0
west bengal,3,android,3g,Small (<500),3,0,0.0,0.0
west bengal,3,android,3g,Medium (500-2K),3,0,0.0,0.0
west bengal,3,android,4g,Small (<500),20,0,0.0,0.0
west bengal,3,android,4g,Medium (500-2K),17,0,0.0,0.0
west bengal,3,android,4g,High (2K-10K),9,0,0.0,0.0
west bengal,3,android,5g,Small (<500),12,0,0.0,0.0
west bengal,3,android,5g,Medium (500-2K),6,0,0.0,0.0
west bengal,3,android,5g,High (2K-10K),2,0,0.0,0.0
west bengal,3,android,wifi,Small (<500),3,0,0.0,0.0
west bengal,3,android,wifi,Medium (500-2K),3,0,0.0,0.0
west bengal,3,ios,3g,Medium (500-2K),1,0,0.0,0.0
west bengal,3,ios,4g,Small (<500),7,0,0.0,0.0
west bengal,3,ios,4g,Medium (500-2K),7,0,0.0,0.0
west bengal,3,ios,4g,High (2K-10K),2,0,0.0,0.0
west bengal,3,ios,5g,Small (<500),1,0,0.0,0.0
west bengal,3,ios,5g,Medium (500-2K),3,0,0.0,0.0
west bengal,3,ios,5g,High (2K-10K),1,0,0.0,0.0
west bengal,3,ios,wifi,Medium (500-2K),2,0,0.0,0.0
west bengal,3,web,4g,Small (<500),1,0,0.0,0.0
west bengal,3,web,4g,Medium (500-2K),1,0,0.0,0.0
west bengal,3,web,5g,High (2K-10K),1,0,0.0,0.0
west bengal,4,android,3g,Small (<500),2,0,0.0,0.0
west bengal,4,android,3g,Medium (500-2K),2,0,0.0,0.0
west bengal,4,android,3g,High (2K-10K),1,0,0.0,0.0
west bengal,4,android,4g,Small (<500),25,0,0.0,0.0
west bengal,4,android,4g,Medium (500-2K),22,0,0.0,0.0
west bengal,4,android,4g,High (2K-10K),7,0,0.0,0.0
west bengal,4,android,4g,Very High (>10K),1,0,0.0,0.0
west bengal,4,android,5g,Small (<500),11,0,0.0,0.0
west bengal,4,android,5g,Medium (500-2K),8,0,0.0,0.0
west bengal,4,android,5g,High (2K-10K),10,0,0.0,0.0
west bengal,4,android,wifi,Small (<500),3,0,0.0,0.0
west bengal,4,android,wifi,Medium (500-2K),3,0,0.0,0.0
west bengal,4,android,wifi,High (2K-10K),1,0,0.0,0.0
west bengal,4,ios,3g,High (2K-10K),1,0,0.0,0.0
west bengal,4,ios,4g,Small (<500),5,0,0.0,0.0
west bengal,4,ios,4g,Medium (500-2K),4,0,0.0,0.0
west bengal,4,ios,4g,High (2K-10K),4,0,0.0,0.0
west bengal,4,ios,5g,Medium (500-2K),2,0,0.0,0.0
west bengal,4,ios,5g,High (2K-10K),1,0,0.0,0.0
west bengal,4,ios,wifi,Medium (500-2K),1,0,0.0,0.0
west bengal,4,ios,wifi,High (2K-10K),1,0,0.0,0.0
west bengal,4,web,4g,Small (<500),3,0,0.0,0.0
west bengal,4,web,5g,Small (<500),1,0,0.0,0.0
west bengal,4,web,wifi,Medium (500-2K),1,0,0.0,0.0
west bengal,5,android,3g,Medium (500-2K),1,0,0.0,0.0
west bengal,5,android,3g,High (2K-10K),1,0,0.0,0.0
west bengal,5,android,4g,Small (<500),37,0,0.0,0.0
west bengal,5,android,4g,Medium (500-2K),31,0,0.0,0.0
west bengal,5,android,4g,High (2K-10K),10,0,0.0,0.0
west bengal,5,android,5g,Small (<500),8,0,0.0,0.0
west bengal,5,android,5g,Medium (500-2K),18,0,0.0,0.0
west bengal,5,android,5g,High (2K-10K),7,0,0.0,0.0
west bengal,5,android,wifi,Small (<500),4,0,0.0,0.0
west bengal,5,android,wifi,High (2K-10K),6,0,0.0,0.0
west bengal,5,ios,4g,Small (<500),9,0,0.0,0.0
west bengal,5,ios,4g,Medium (500-2K),4,0,0.0,0.0
west bengal,5,ios,4g,High (2K-10K),2,0,0.0,0.0
west bengal,5,ios,5g,Small (<500),2,0,0.0,0.0
west bengal,5,ios,5g,Medium (500-2K),5,0,0.0,0.0
west bengal,5,ios,5g,High (2K-10K),2,0,0.0,0.0
west bengal,5,ios,wifi,Small (<500),2,0,0.0,0.0
west bengal,5,ios,wifi,Medium (500-2K),1,0,0.0,0.0
west bengal,5,web,3g,Medium (500-2K),2,0,0.0,0.0
west bengal,5,web,4g,Small (<500),1,0,0.0,0.0
west bengal,5,web,4g,Medium (500-2K),2,0,0.0,0.0
west bengal,5,web,4g,High (2K-10K),3,0,0.0,0.0
west bengal,5,web,wifi,Small (<500),2,0,0.0,0.0
west bengal,5,web,wifi,Medium (500-2K),1,0,0.0,0.0
west bengal,6,android,3g,Small (<500),2,0,0.0,0.0
west bengal,6,android,3g,Medium (500-2K),5,0,0.0,0.0
west bengal,6,android,4g,Small (<500),45,0,0.0,0.0
west bengal,6,android,4g,Medium (500-2K),54,0,0.0,0.0
west bengal,6,android,4g,High (2K-10K),22,0,0.0,0.0
west bengal,6,android,4g,Very High (>10K),1,0,0.0,0.0
west bengal,6,android,5g,Small (<500),27,0,0.0,0.0
west bengal,6,android,5g,Medium (500-2K),22,0,0.0,0.0
west bengal,6,android,5g,High (2K-10K),13,0,0.0,0.0
west bengal,6,android,wifi,Small (<500),13,0,0.0,0.0
west bengal,6,android,wifi,Medium (500-2K),10,0,0.0,0.0
west bengal,6,android,wifi,High (2K-10K),4,0,0.0,0.0
west bengal,6,ios,3g,Small (<500),3,0,0.0,0.0
west bengal,6,ios,3g,High (2K-10K),1,0,0.0,0.0
west bengal,6,ios,4g,Small (<500),12,0,0.0,0.0
west bengal,6,ios,4g,Medium (500-2K),5,0,0.0,0.0
west bengal,6,ios,4g,High (2K-10K),5,0,0.0,0.0
west bengal,6,ios,5g,Small (<500),2,0,0.0,0.0
west bengal,6,ios,5g,Medium (500-2K),7,0,0.0,0.0
west bengal,6,ios,5g,High (2K-10K),2,0,0.0,0.0
west bengal,6,ios,5g,Very High (>10K),1,0,0.0,0.0
west bengal,6,ios,wifi,Small (<500),4,0,0.0,0.0
west bengal,6,ios,wifi,Medium (500-2K),4,0,0.0,0.0
west bengal,6,ios,wifi,High (2K-10K),1,0,0.0,0.0
west bengal,6,web,4g,Small (<500),2,0,0.0,0.0
west bengal,6,web,4g,Medium (500-2K),2,0,0.0,0.0
west bengal,6,web,5g,High (2K-10K),1,0,0.0,0.0
west bengal,7,android,3g,Small (<500),10,0,0.0,0.0
west bengal,7,android,3g,Medium (500-2K),7,0,0.0,0.0
west bengal,7,android,3g,High (2K-10K),2,0,0.0,0.0
west bengal,7,android,4g,Small (<500),102,1,0.9803921568627451,294.0
west bengal,7,android,4g,Medium (500-2K),79,1,1.2658227848101267,1855.0
west bengal,7,android,4g,High (2K-10K),30,0,0.0,0.0
west bengal,7,android,4g,Very High (>10K),1,0,0.0,0.0
west bengal,7,android,5g,Small (<500),34,0,0.0,0.0
west bengal,7,android,5g,Medium (500-2K),31,0,0.0,0.0
west bengal,7,android,5g,High (2K-10K),10,0,0.0,0.0
west bengal,7,android,5g,Very High (>10K),1,0,0.0,0.0
west bengal,7,android,wifi,Small (<500),10,0,0.0,0.0
west bengal,7,android,wifi,Medium (500-2K),18,0,0.0,0.0
west bengal,7,android,wifi,High (2K-10K),4,0,0.0,0.0
west bengal,7,android,wifi,Very High (>10K),1,0,0.0,0.0
west bengal,7,ios,3g,Small (<500),1,0,0.0,0.0
west bengal,7,ios,3g,Medium (500-2K),2,0,0.0,0.0
west bengal,7,ios,3g,High (2K-10K),1,0,0.0,0.0
west bengal,7,ios,4g,Small (<500),21,0,0.0,0.0
west bengal,7,ios,4g,Medium (500-2K),24,0,0.0,0.0
west bengal,7,ios,4g,High (2K-10K),11,0,0.0,0.0
west bengal,7,ios,4g,Very High (>10K),1,0,0.0,0.0
west bengal,7,ios,5g,Small (<500),10,0,0.0,0.0
west bengal,7,ios,5g,Medium (500-2K),6,0,0.0,0.0
west bengal,7,ios,5g,High (2K-10K),7,0,0.0,0.0
west bengal,7,ios,wifi,Small (<500),3,0,0.0,0.0
west bengal,7,ios,wifi,Medium (500-2K),2,0,0.0,0.0
west bengal,7,ios,wifi,High (2K-10K),2,0,0.0,0.0
west bengal,7,web,3g,Medium (500-2K),1,0,0.0,0.0
west bengal,7,web,4g,Small (<500),8,0,0.0,0.0
west bengal,7,web,4g,Medium (500-2K),4,0,0.0,0.0
west bengal,7,web,4g,High (2K-10K),2,0,0.0,0.0
west bengal,7,web,5g,Small (<500),2,0,0.0,0.0
west bengal,7,web,5g,Medium (500-2K),1,0,0.0,0.0
west bengal,7,web,wifi,Small (<500),1,0,0.0,0.0
west bengal,8,android,3g,Small (<500),13,1,7.6923076923076925,293.0
west bengal,8,android,3g,Medium (500-2K),8,0,0.0,0.0
west bengal,8,android,3g,High (2K-10K),2,0,0.0,0.0
west bengal,8,android,3g,Very High (>10K),1,0,0.0,0.0
west bengal,8,android,4g,Small (<500),144,0,0.0,0.0
west bengal,8,android,4g,Medium (500-2K),116,0,0.0,0.0
west bengal,8,android,4g,High (2K-10K),52,0,0.0,0.0
west bengal,8,android,4g,Very High (>10K),3,0,0.0,0.0
west bengal,8,android,5g,Small (<500),60,0,0.0,0.0
west bengal,8,android,5g,Medium (500-2K),36,0,0.0,0.0
west bengal,8,android,5g,High (2K-10K),22,0,0.0,0.0
west bengal,8,android,5g,Very High (>10K),2,0,0.0,0.0
west bengal,8,android,wifi,Small (<500),21,0,0.0,0.0
west bengal,8,android,wifi,Medium (500-2K),17,0,0.0,0.0
west bengal,8,android,wifi,High (2K-10K),9,0,0.0,0.0
west bengal,8,ios,3g,Small (<500),4,0,0.0,0.0
west bengal,8,ios,3g,High (2K-10K),3,0,0.0,0.0
west bengal,8,ios,4g,Small (<500),32,0,0.0,0.0
west bengal,8,ios,4g,Medium (500-2K),28,0,0.0,0.0
west bengal,8,ios,4g,High (2K-10K),18,0,0.0,0.0
west bengal,8,ios,5g,Small (<500),22,0,0.0,0.0
west bengal,8,ios,5g,Medium (500-2K),10,0,0.0,0.0
west bengal,8,ios,5g,High (2K-10K),6,0,0.0,0.0
west bengal,8,ios,5g,Very High (>10K),1,0,0.0,0.0
west bengal,8,ios,wifi,Small (<500),5,0,0.0,0.0
west bengal,8,ios,wifi,Medium (500-2K),4,0,0.0,0.0
west bengal,8,ios,wifi,High (2K-10K),3,0,0.0,0.0
west bengal,8,web,3g,Small (<500),2,0,0.0,0.0
west bengal,8,web,3g,Medium (500-2K),1,0,0.0,0.0
west bengal,8,web,4g,Small (<500),5,0,0.0,0.0
west bengal,8,web,4g,Medium (500-2K),5,0,0.0,0.0
west bengal,8,web,4g,High (2K-10K),3,0,0.0,0.0
west bengal,8,web,5g,Small (<500),5,0,0.0,0.0
west bengal,8,web,5g,Medium (500-2K),2,0,0.0,0.0
west bengal,8,web,5g,High (2K-10K),1,0,0.0,0.0
west bengal,8,web,5g,Very High (>10K),1,0,0.0,0.0
west bengal,8,web,wifi,Small (<500),1,0,0.0,0.0
west bengal,8,web,wifi,Medium (500-2K),1,0,0.0,0.0
west bengal,8,web,wifi,High (2K-10K),1,0,0.0,0.0
west bengal,9,android,3g,Small (<500),9,0,0.0,0.0
west bengal,9,android,3g,Medium (500-2K),16,0,0.0,0.0
west bengal,9,android,3g,High (2K-10K),4,0,0.0,0.0
west bengal,9,android,4g,Small (<500),170,0,0.0,0.0
west bengal,9,android,4g,Medium (500-2K),140,0,0.0,0.0
west bengal,9,android,4g,High (2K-10K),66,0,0.0,0.0
west bengal,9,android,4g,Very High (>10K),1,0,0.0,0.0
west bengal,9,android,5g,Small (<500),67,0,0.0,0.0
west bengal,9,android,5g,Medium (500-2K),47,0,0.0,0.0
west bengal,9,android,5g,High (2K-10K),27,0,0.0,0.0
west bengal,9,android,wifi,Small (<500),29,0,0.0,0.0
west bengal,9,android,wifi,Medium (500-2K),20,0,0.0,0.0
west bengal,9,android,wifi,High (2K-10K),14,0,0.0,0.0
west bengal,9,ios,3g,Small (<500),3,0,0.0,0.0
west bengal,9,ios,3g,Medium (500-2K),2,0,0.0,0.0
west bengal,9,ios,4g,Small (<500),44,1,2.272727272727273,257.0
west bengal,9,ios,4g,Medium (500-2K),36,0,0.0,0.0
west bengal,9,ios,4g,High (2K-10K),18,0,0.0,0.0
west bengal,9,ios,5g,Small (<500),13,0,0.0,0.0
west bengal,9,ios,5g,Medium (500-2K),16,0,0.0,0.0
west bengal,9,ios,5g,High (2K-10K),6,0,0.0,0.0
west bengal,9,ios,wifi,Small (<500),6,0,0.0,0.0
west bengal,9,ios,wifi,Medium (500-2K),7,0,0.0,0.0
west bengal,9,ios,wifi,High (2K-10K),2,0,0.0,0.0
west bengal,9,web,3g,Medium (500-2K),1,0,0.0,0.0
west bengal,9,web,3g,High (2K-10K),1,0,0.0,0.0
west bengal,9,web,4g,Small (<500),14,0,0.0,0.0
west bengal,9,web,4g,Medium (500-2K),11,0,0.0,0.0
west bengal,9,web,4g,High (2K-10K),8,0,0.0,0.0
west bengal,9,web,5g,Small (<500),1,0,0.0,0.0
west bengal,9,web,5g,Medium (500-2K),8,0,0.0,0.0
west bengal,9,web,5g,High (2K-10K),4,1,25.0,8895.0
west bengal,9,web,wifi,Small (<500),1,0,0.0,0.0
west bengal,9,web,wifi,Medium (500-2K),1,0,0.0,0.0
west bengal,9,web,wifi,High (2K-10K),1,0,0.0,0.0
